step,reward,data,time,max_time
89559,226.60844390753516,367.91875000000005,166.25,62.25
90800,233.68538218232496,377.18125,170.0,51.5
92171,226.8553465663727,374.475,165.625,60.25
93584,234.5759786608141,367.58187499999997,152.625,47.875
94811,233.86623514848267,369.45000000000005,159.625,51.5
95834,142.34155261744723,358.3428038867188,169.75,85.125
96945,140.6501474483331,347.4853120866211,168.25,66.375
98345,225.39268359109423,366.11062499999997,175.875,58.625
99557,183.249068600914,364.7850330366832,155.625,69.5
101053,227.63694429493006,387.88125,165.625,57.0
102196,235.41609928841683,366.1484375,149.125,42.625
103666,177.15080946488973,347.6533276934922,153.0,63.125
105049,235.74842785767487,356.0990625,143.75,43.875
106177,219.60977133240743,357.58383234310406,142.25,48.625
107399,235.92376753095215,362.020625,144.0,44.625
108546,234.25894468232497,379.7875,163.0,53.25
109664,233.17254202348747,386.575,173.875,57.875
111075,206.44164890102195,370.73343750000004,163.625,73.125
112494,227.8686246126051,385.725,158.125,55.625
113938,179.5140993566916,380.35530893805367,159.0,74.125
115436,190.93792616335884,362.8725997755139,152.875,59.75
116494,222.27116938226675,337.9612539572638,142.875,50.125
117519,213.80193550843225,351.06765625,152.5,65.0
118627,200.07923019815752,367.94875,157.875,68.25
119879,214.76219575085014,385.32539062499995,151.125,68.0
120888,234.68341702348744,371.5,159.875,52.5
122427,220.0934863791175,366.92656250000005,165.375,69.75
123808,236.293179048209,378.80562499999996,137.625,42.5
124880,235.2792147714426,366.3625,151.875,49.5
125985,234.99874999999997,361.375,159.5,49.0
127106,236.44599961260508,370.00625,140.125,42.625
128281,236.66969878095216,350.3353125,137.875,40.125
129534,88.85303903894416,349.85736306918125,169.75,78.25
130730,214.85388249346514,343.1167286361471,163.125,51.375
131824,225.9462447638368,357.67655675398976,150.0,46.75
132991,234.90716708220526,385.33849999999995,151.0,51.5
134130,177.6122827984503,359.459588671875,170.5,88.125
135566,205.81821477144263,368.55,167.125,66.25
136766,228.2154877011073,375.5941875,148.25,51.625
138021,234.6326023895302,397.29342187500004,151.125,42.875
139239,228.037223569407,350.68718186774606,139.25,43.25
140267,213.32731891087775,364.32952597275846,151.125,45.75
141769,176.03521214135924,360.3320723688521,146.5,54.625
142844,216.21240945376758,374.325,140.875,61.75
143850,202.34956753095213,373.716875,150.75,60.125
145101,223.94285452348745,353.43125,140.0,55.0
146499,215.07594629172053,360.7792625,162.125,60.875
147840,236.2746090857705,374.7875,136.625,41.125
149034,233.93144121123228,380.83187499999997,165.75,54.625
150121,235.8511594537676,363.29999999999995,147.375,52.25
151392,226.55948357104273,371.46803021484374,144.5,50.25
152520,236.9419098411625,381.175,138.875,43.75
153555,236.48297234116248,390.06875,143.875,45.125
154872,235.52665680771852,368.4090625,148.125,41.375
156202,205.52175152692513,381.372515625,169.5,70.625
157247,206.50419429493007,369.98125000000005,166.0,71.25
158645,171.71081968232497,382.1625,172.625,77.875
159880,212.95626436464994,381.125,169.375,66.0
161263,222.2021590663727,385.58124999999995,166.625,64.0
162301,222.48640895909136,386.564375,161.875,63.25
163409,203.17512176521006,384.2603125,160.0,76.25
164619,215.53850640753518,364.32500000000005,165.625,69.875
165671,228.23131929493007,374.1875,165.0,56.125
166703,214.2616434632771,384.393125,164.75,62.0
167804,192.27563718225673,380.34124999999995,165.625,71.125
168818,234.70973478224886,363.102609375,153.25,53.5
170008,211.26664185929258,340.56718750000005,145.75,53.375
171289,203.27621273544057,371.66596875000005,157.125,64.875
172552,221.1868708296493,358.50269375,148.875,60.375
173872,206.6221328362292,371.7717891015625,154.75,75.625
174972,183.86377939626783,362.301321333153,167.75,81.75
176230,173.32502469630836,364.31542187499997,176.0,81.25
177471,219.15152747912953,383.9625055078125,170.5,65.25
178838,227.1979988378153,360.66875000000005,173.25,55.5
180206,236.0334367252102,360.16875,144.125,44.125
181439,226.84828445376758,385.20625,167.625,54.375
182685,232.94374457674417,375.2836,174.375,55.625
183823,176.5041184796403,349.5636211228516,170.75,76.75
185274,25.35637519213615,331.3126792274728,188.125,93.25
186860,118.68009809233209,351.09798923761093,172.625,85.75
188260,169.5003649995649,361.5961854590139,192.125,85.375
189656,55.71148517256644,336.50293674804686,179.25,96.75
191165,121.55567853788487,336.8241796482273,184.875,96.25
192616,232.47007791960596,359.1872148515625,166.375,56.25
194027,233.84264387006982,359.68875,167.75,51.5
195162,236.49657643978966,362.596875,140.625,42.75
196297,236.02625,375.875,148.0,45.125
197400,234.6658746126051,373.675,158.5,48.75
198449,235.1469992252102,378.61875000000003,150.75,48.5
199469,236.14859734116249,383.25625,146.375,42.625
200644,235.5561117058124,374.95625,149.75,49.0
201906,235.5212147714426,355.025,154.125,47.5
203186,235.2209098411625,381.3875,156.25,48.0
204431,235.45996438404774,382.15625,149.75,50.75
205751,233.94241762585017,373.838296875,164.0,53.125
206898,235.95226536582948,367.3496921875,140.0,43.125
208004,233.58920231076263,402.376,165.875,53.5
209176,236.56915984116247,358.2,141.625,47.75
210250,234.6639647714426,379.1875,160.625,47.5
211356,236.40556293576265,363.82323437499997,137.25,42.25
212506,234.48867954288522,380.65,158.5,48.875
213632,235.69428445376758,367.85,149.5,46.375
214767,235.48125,372.875,154.0,44.125
215854,234.98390984116247,375.75,158.0,51.125
217035,235.29874999999998,366.25,155.375,44.75
218098,235.5632381947151,378.5525,146.625,46.875
219289,235.76375000000002,372.875,152.125,49.375
220464,235.6873746126051,381.38125,147.875,45.875
221644,236.02721477144263,379.825,145.75,46.125
222656,235.80840984116247,381.4,150.125,48.25
223846,234.74140945376757,365.3,156.875,46.25
224997,235.36605787704005,382.0525,145.125,42.875
226069,235.64650718232497,373.1,150.75,47.375
227092,235.5384872326749,362.69937500000003,147.375,45.875
228225,235.67478484116248,369.20625,153.75,46.375
229539,229.1264996126051,354.38750000000005,152.0,56.75
230732,234.4454767967847,379.88440625,166.25,54.0
231923,235.01775679493008,388.73125000000005,154.125,47.75
233103,234.66918711260507,380.11875,161.125,48.5
234232,234.0549098411625,376.85,168.0,49.875
235470,234.46970871445666,358.77051406249996,156.125,41.125
236605,235.35281968232496,373.93125,152.75,44.75
237661,235.28715631965161,368.98812499999997,148.625,45.5
238743,235.66474895720526,363.886453125,144.625,44.0
240022,234.794014430917,385.5902015625,153.625,46.75
241037,235.146774565395,366.642703125,151.625,48.0
242084,235.72154202348744,376.94375,150.75,43.375
243164,234.39832819718458,365.049075,156.75,44.25
244333,234.3315180165124,371.3003125,161.25,49.0
245435,233.66926255095524,363.333890625,164.25,50.25
246668,232.65383421243112,371.1700580585938,159.625,46.625
247794,235.94453484116246,370.1875,149.0,46.0
248930,234.4659992252102,367.4,159.5,49.75
250018,235.35705454288524,377.25,150.875,47.25
251126,234.72484003932004,360.3171875,156.125,47.875
252242,235.22720147725505,368.5125,151.25,48.375
253428,235.5430348411625,360.55625,154.125,48.75
254480,236.03375,377.125,148.75,45.75
255494,230.63501114586288,361.97540233942556,152.125,44.375
256724,234.7461787112323,351.055,158.375,45.25
257827,235.60019468232497,379.44375,151.25,45.5
259029,236.3622147714426,379.8875,142.0,41.125
260122,234.19522530732021,372.89125,156.875,47.5
261302,232.85317954288524,390.3,177.375,53.5
262512,235.7973742252102,372.60625,145.875,47.75
263637,234.2272844537676,381.01875,165.5,49.375
264829,222.9585503623029,380.79829096874994,156.875,54.375
266131,236.4164305758822,356.5,137.625,42.125
267191,232.96984331579674,384.1003839375,157.25,49.625
268433,235.16332871123228,381.969375,154.75,45.125
269501,235.79613183942513,366.04915625,145.5,43.25
270557,234.58592660661475,380.77750859375,153.125,46.0
271736,232.05561978757737,393.802848046875,173.25,49.625
272904,235.77906449053165,367.880884375,140.375,44.25
274035,233.2841754246797,364.22670312500003,164.5,50.625
275138,235.54091793576262,367.11790625000003,147.875,44.375
276198,235.6488746126051,385.875,147.875,43.75
277333,234.74801484306445,369.67950105468753,146.875,45.875
278464,234.03198582685312,375.7205081640625,154.375,47.75
279583,234.72663481335016,384.236453125,156.625,49.0
280748,236.3624098411625,378.88125,144.125,43.375
281901,234.25685452348745,368.75,163.25,48.5
283011,236.68433977144264,342.5875,138.5,40.75
284120,235.9308121126051,371.06875,145.375,40.375
285169,235.70276218225672,365.78125,141.375,42.75
286568,236.8425,361.75,141.125,44.125
287680,233.29475854610962,371.8601859375,168.25,56.125
288840,229.70133256613227,370.0772795824463,168.875,48.125
290127,161.17537318780347,335.2469056557021,153.5,61.75
291218,120.29992556621418,347.654321875,195.625,71.25
292326,37.96634601944169,342.70879539407815,198.0,83.875
293574,171.44050340513255,349.7307933279824,172.0,67.125
294904,235.9708128073202,376.76625,141.0,42.5
296126,234.8350738572131,356.75,152.5,48.375
297349,235.02630415549035,356.6875,152.75,48.375
298531,234.3839840857705,369.65,157.75,48.0
299800,233.76858938404774,376.7375,170.125,51.0
300995,232.755,380.125,182.875,56.0
302226,234.6341090857705,374.29999999999995,156.0,50.375
303492,211.77762972379747,360.14779375,164.125,59.375
304951,229.2312848411625,362.50625,146.75,51.125
306085,235.40098408577046,366.2375,146.625,41.625
307291,223.35022827506677,377.0045,169.75,53.125
308357,215.03233392933544,349.9732625,144.25,40.375
309468,230.58379987365652,357.296875,156.25,50.25
310483,234.38709278414603,376.1375,147.0,46.75
311550,233.95156512530855,380.29375000000005,151.125,45.625
312711,234.99347719136793,354.0,144.25,42.375
313770,235.1412147714426,362.3875,157.75,48.125
314833,235.4049996126051,369.125,151.875,42.5
315960,236.19696477144262,366.8625,145.375,43.75
317011,234.6420897714426,382.0375,160.375,50.0
318221,234.68321399665285,385.15,154.75,49.625
319427,227.9953013893715,382.220625,160.375,55.375
320585,227.81025718232496,398.82500000000005,169.5,57.625
321742,234.89612461260512,375.48749999999995,156.25,46.25
322927,235.12571477144263,372.2,154.75,42.25
324079,233.97846477144262,378.3,166.375,49.25
325337,216.01472121378518,360.84847985200196,167.625,62.0
326670,234.70939831478967,356.6909375,160.125,47.0
327918,225.38741630939765,379.56343749999996,178.5,56.0
329261,218.80738755025385,357.54499999999996,181.0,61.75
330492,231.45567205967984,385.3067102570312,172.375,49.5
331649,227.57788179493008,342.82500000000005,163.75,54.375
332898,233.81173408577047,375.2125,162.25,48.375
334061,233.53448409855895,383.4375,162.0,48.625
335062,234.54807374993175,372.576875,152.375,46.0
336221,233.72814392693294,374.81874999999997,163.625,50.0
337323,229.0607219537676,374.03125,151.0,52.875
338487,236.82614431432785,356.26250000000005,134.25,40.375
339578,235.9964628073202,358.4975,140.5,42.375
340744,236.615,359.375,143.75,43.0
341927,235.36998408577048,375.8,148.875,46.375
343018,235.80386665549037,373.73125,144.625,42.375
344119,234.83701892693296,372.3875,152.75,45.375
345272,222.75108258816977,360.31206875,159.375,47.25
346295,230.89228169833922,371.0085,158.25,47.625
347422,227.97677133153894,357.6165175,141.375,37.75
348450,231.31930801645785,357.4585625,144.375,42.875
349677,232.9696477144262,378.11249999999995,159.75,48.0
350764,233.03001351101,361.21750000000003,140.375,41.25
351908,233.14318136625604,353.35875,152.875,48.125
352967,231.23330209311996,375.0525,153.875,46.75
354042,232.44000863114803,349.75593749999996,150.5,42.0
355162,231.98817978952852,371.67875,160.0,51.0
356278,234.400215386083,357.15375,144.625,39.875
357393,231.85873174705338,368.28625,136.625,40.75
358535,231.64594210223117,363.17875000000004,145.875,45.625
359647,231.6037282824526,365.87125000000003,154.375,49.0
360753,228.17972000904294,347.09875,150.375,53.25
361811,236.57092915549032,363.78125,135.75,42.5
362932,234.5657498592484,357.4375,137.25,41.125
364084,236.23326052556013,347.505625,135.875,40.75
365185,235.54727985020543,365.2975,140.375,45.375
366287,230.6410688697561,366.14024609374997,153.25,44.625
367359,234.29974273760035,354.0225,155.25,50.875
368451,233.50867954288523,377.3625,168.5,51.625
369557,228.0172400787628,360.765,148.0,50.0
370566,232.4014559412892,380.29324921875,149.625,48.625
371719,227.57269341391782,362.17228124999997,138.375,49.125
372750,233.54234738047296,361.6488125,151.5,44.25
373834,235.93867915549032,370.7125,141.0,41.5
374901,235.8729992252102,367.85625,142.875,45.875
376037,234.6467768840477,370.63125,159.125,49.75
377126,228.7831495519282,374.07375,147.25,49.75
378375,236.41,367.625,148.75,47.125
379487,234.10796698471495,383.7071875,154.125,46.75
380569,234.96535452348746,370.60625,157.625,48.75
381677,233.59951406630444,383.479375,156.375,47.125
382757,236.2279371126051,385.15625,143.125,43.25
383838,234.96721937037728,366.639390625,150.125,43.875
384974,208.6286254919787,375.11753536394633,162.25,59.625
386142,237.00593711260512,357.26874999999995,134.5,42.625
387335,234.3958234698182,360.6,152.5,47.375
388391,227.9919836415124,370.891875,156.5,51.625
389472,229.29192080521415,379.95936962307496,151.25,48.0
390661,235.02269896844686,356.00262499999997,151.0,44.875
391877,234.71683938404772,381.79375,159.125,49.125
393006,233.86167081098068,369.58124999999995,158.375,48.5
394194,236.05919429493008,363.93125,144.0,42.5
395211,233.86664273760033,365.89,158.875,45.0
396310,226.0107472804856,386.87624999999997,165.625,56.625
397399,234.53980454288524,386.8125,158.375,47.125
398525,235.00125000000003,377.75,158.125,47.0
399787,235.7971246126051,374.9,145.875,44.875
400921,209.0541865391109,374.69375,159.5,54.125
402007,234.43641324126082,375.43125,147.125,45.75
403195,217.46923695277337,344.675,141.25,42.875
404285,236.54955454288523,376.5875,140.125,41.375
405376,236.89942954288523,361.225,135.625,40.875
406504,233.21536938087382,375.07327870117183,155.5,46.375
407715,234.1380893840477,394.0625,164.5,53.5
408878,237.6236598411625,360.3875,131.5,40.25
409965,216.21182358133524,359.1142207232167,149.875,51.875
411095,220.4132173908912,348.9068010150411,144.625,49.25
412215,211.11482706594552,368.92499999999995,151.375,55.375
413425,235.03080454288522,376.0375,156.875,53.625
414637,234.99646477144262,381.9375,156.125,44.875
415652,236.055,385.75,149.0,41.625
416730,233.61326892693296,384.55,163.0,45.875
417777,235.9014719537676,369.13125,146.875,44.0
418825,229.3213123902101,357.850625,145.375,48.25
419969,235.1134845544396,357.10531249999997,151.75,49.25
421040,236.16712422521022,363.46875,141.0,47.0
422119,233.61048292358578,370.51874999999995,155.125,45.75
423220,233.1256059412314,357.763125,143.5,44.375
424264,235.0041306740476,367.18656250000004,144.75,42.625
425309,236.52972913609256,342.30625000000003,138.125,44.625
426453,235.09271438404772,357.7625,153.125,44.625
427595,234.24554619837556,370.93125,154.25,45.125
428677,233.68354531636317,392.7425,149.125,40.625
429988,233.23585796608944,373.20625,155.25,47.125
431044,232.04451965372863,356.80125,151.375,46.25
432227,230.8323530249831,353.981859375,148.625,47.125
433330,232.9560321912997,370.7425,155.0,43.625
434496,230.87510042378273,386.13800000000003,163.25,50.25
435591,230.5901985387297,370.46155172700196,157.5,44.25
436621,233.87107026325464,373.443484375,157.0,46.375
437666,236.29229752060206,356.06281249999995,139.5,43.0
438789,234.76800425616236,369.174375,152.5,44.375
439927,237.18057686464994,356.6,134.75,43.75
440986,236.07110413609257,369.6625,142.25,45.75
442157,235.4497496126051,386.825,152.375,45.0
443250,235.94950679493007,375.53125,145.375,45.375
444433,236.2529719537676,378.84375,142.25,40.375
445447,233.98981972458998,354.54599999999994,149.75,44.875
446467,233.81834462164807,373.13125,154.875,46.0
447523,234.7522534000983,369.7875,147.0,44.75
448759,233.632020793231,356.61219984375,153.25,46.875
449906,233.86684606604348,372.7579432285156,144.5,43.875
450982,216.72143615171598,365.3125,151.25,48.5
452153,215.16863401339154,364.77298259375004,151.875,46.0
453415,197.1554516554369,345.69962499999997,155.0,52.375
454648,187.15324666570055,348.06357625,145.875,48.125
455742,213.94590662928906,345.76625,143.0,44.875
456946,207.98365417840873,332.91878125,148.625,59.375
458095,233.9885730824233,382.94375,153.625,51.125
459265,235.65777610925792,360.55625,145.5,45.0
460308,231.65052495373124,370.96875,157.625,47.75
461494,235.2603393840477,362.625,155.75,47.5
462743,227.8108997781303,365.07482625,136.875,43.5
463896,225.41465988065465,347.22206316015627,143.5,51.375
465069,232.38960688146636,347.0348212890625,161.0,51.75
466239,209.9980511040186,354.19884375000004,142.125,46.625
467428,221.5263659888175,358.74684375,154.625,57.5
468478,235.1583951393715,370.07500000000005,151.875,46.0
469651,233.57776892693295,380.625,167.625,50.75
470777,236.56121438404773,355.55,138.0,44.25
471897,236.177569682325,360.70624999999995,147.5,47.375
472984,234.86250718232498,377.575,159.625,45.0
474170,236.6757147714426,358.0375,138.75,46.875
475353,218.16035477791127,354.2350984368944,158.0,46.0
476453,215.75824903911086,379.2125,159.375,48.625
477603,229.4375,370.375,153.375,53.5
478681,210.78589712765387,373.61480937439444,170.375,54.0
479935,214.67778524975148,365.889625,164.0,53.0
481056,216.00014500415162,365.90437499999996,157.5,52.5
482268,231.15351696117295,335.32078750000005,140.75,46.875
483442,234.78389353953807,373.35,150.25,48.375
484622,234.47224049330566,361.90000000000003,152.875,49.5
485900,230.80910740171322,385.93719535156254,170.25,52.125
487129,233.58853445376758,389.51250000000005,168.875,53.625
488245,235.16555750904297,376.04875,145.875,44.625
489323,235.97944468232498,368.25,148.125,45.5
490345,234.26501393978964,390.125,164.875,49.875
491422,228.26583087738015,363.46253125,150.5,47.25
492576,236.3105580267664,378.04,142.625,40.875
493693,227.90197554470853,373.2252079904797,144.625,43.75
494722,234.99618672521018,384.78125,152.75,44.375
495810,237.58390984116247,355.84375,132.0,41.5
496909,233.39843681625075,370.8676344804687,141.0,41.125
498017,234.52397952348747,373.425,162.375,52.0
499108,235.7006076393715,363.101875,147.125,46.25
500225,235.09339431432787,373.3375,151.5,48.125
501280,228.17050608084028,372.0296875,153.375,56.875
502474,234.34396696281055,361.58625,149.375,43.75
503692,235.08958462091994,370.446703125,147.75,43.625
504762,226.22016773760032,371.11375,167.625,56.625
505875,229.48139513937144,360.7625,139.375,47.875
506983,235.09249999999997,392.375,157.75,48.375
508020,235.073497798209,377.57375,149.875,44.875
509180,235.83640188404775,374.08124999999995,146.375,44.125
510280,235.10991123053398,381.67562499999997,149.25,44.5
511415,235.26642954288525,385.25,151.125,48.875
512501,235.70797913609258,383.5875,145.5,46.625
513616,233.05889095539789,386.96932431640624,157.0,48.0
514692,235.5658245325304,347.5625,141.5,40.5
515874,228.0165423502054,368.39625,152.375,50.25
517063,234.3852120519282,372.0875,148.375,47.0
518223,235.15050102137437,358.966875,143.75,43.875
519443,228.3610845900493,364.56981171875,145.0,51.125
520585,230.86159206478965,383.6684375,136.0,45.75
521796,237.00615984116249,367.25625,136.375,42.75
523187,234.6459098411625,385.16875,165.625,53.75
524424,235.02792954288526,384.82500000000005,157.5,46.5
525584,234.4276372326749,383.8465625,162.375,53.0
526807,234.22009695376758,380.4375,162.375,52.75
528088,234.6184996126051,379.325,161.625,54.25
529314,235.83060417739478,362.1803125,143.375,46.75
530629,235.78072018978966,371.3584375,147.75,48.5
531803,230.23804202348748,351.90625,139.625,50.875
532883,234.0109094537676,370.825,168.75,50.125
534160,235.61641029820902,373.70500000000004,146.125,44.0
535305,220.70888218232494,362.99375,177.75,62.75
536750,234.4484098411625,388.5125,171.25,54.125
538081,234.29494552676638,350.9575,166.75,55.75
539365,229.0880205267664,367.8875,146.875,50.375
540611,233.84789431432785,377.375,163.125,48.625
541865,234.5611795428852,376.875,157.875,52.375
543056,233.4806242252102,373.65,169.125,52.25
544237,235.01125000000002,363.625,159.25,51.375
545314,235.31926393978964,361.2,154.125,50.25
546590,235.91472195376758,354.76250000000005,149.75,48.125
547775,230.58542390439737,377.8602071363574,165.125,56.25
548955,235.27742643978968,381.9896875,156.125,46.125
550042,236.18744468232495,380.7125,142.5,44.0
551125,234.3506393646499,371.9,163.25,51.0
552254,231.39451787732924,373.10543056426417,142.375,42.625
553438,235.24783087596677,366.72256648437497,145.25,43.875
554658,232.71657953062766,352.20647272937987,147.75,45.0
555943,234.02242542417952,354.3178053925781,148.625,43.75
557085,235.7560344537676,353.3125,147.875,45.0
558300,232.35445961837306,376.6217102570313,155.25,46.875
559453,234.46848369837556,362.4,151.75,44.875
560536,233.83366343485466,366.5640625,155.375,47.75
561679,235.0600613378153,357.08125,149.75,44.125
562760,235.24021976133213,363.09375,140.625,42.75
563919,234.8120897714426,379.8625,157.375,50.375
565018,209.96987121389074,364.65,150.125,56.375
566121,236.57939971327713,355.2796875,138.75,44.75
567331,233.6467089294348,367.8371875,159.75,52.25
568544,234.8145128073202,363.6925,150.25,46.625
569652,235.54257246123228,359.273125,148.5,44.25
570870,235.74815232169644,350.0375,144.125,42.625
572057,228.63916364211775,375.846703125,145.125,52.625
573145,235.3502147714426,388.15,153.875,45.125
574217,234.45205454288524,394.2375,159.5,47.5
575374,235.6298473411625,351.53125,150.875,46.5
576523,232.91805340380643,394.056875,167.5,52.75
577754,234.815,371.625,160.25,53.375
578895,234.9800621126051,388.16875,155.375,45.25
579959,233.9076246126051,396.0375,166.125,48.5
581147,236.39712018978963,352.814375,142.125,41.25
582272,235.06494468232495,366.86249999999995,157.5,48.375
583441,235.32324961260508,380.1,154.375,49.25
584589,234.41848408577047,372.15,157.875,48.75
585747,233.887148412955,384.19,161.0,48.625
586783,236.66625,376.75,141.5,42.0
587890,235.94135332383738,366.55625,143.125,43.625
589060,236.08342303587756,352.435,141.25,50.125
590188,233.56351120087746,381.3728125,159.5,49.25
591315,234.40363936464996,387.39374999999995,164.0,50.625
592458,232.88853720906965,372.29240625,166.25,48.875
593609,233.11489784959474,381.74915625,170.125,48.0
594809,234.41800718232497,370.49375,166.25,48.25
596014,232.20731890753518,375.6875,183.625,53.5
597266,235.68517420581242,370.96875,149.75,48.25
598462,234.51681968232498,369.1625,164.5,48.5
599574,234.86875744436898,371.1875,153.5,44.375
600716,234.74538897725506,385.80625,155.25,48.125
601884,234.98474839355725,351.76375,152.0,48.875
602982,233.39977566499988,376.4965625,166.5,47.625
604101,235.0112764966528,375.28125,149.25,44.5
605211,234.4321514966528,387.9625,156.625,49.125
606322,236.26910452348744,346.4125,143.875,42.375
607503,235.67969468232496,372.35625000000005,148.375,46.625
608641,236.724257182325,367.7625,139.25,44.25
609715,234.77862605239477,383.33375,155.0,48.625
610912,229.0080969537676,368.20624999999995,146.625,53.75
612034,236.51494429493007,367.65625,140.75,43.625
613102,236.31375,372.0,145.125,43.625
614164,236.53146477144261,376.3125,143.25,46.875
615353,235.8322147714426,370.475,148.5,47.125
616539,235.18222952348745,381.525,156.375,47.75
617635,235.77542954288526,367.51250000000005,146.5,47.625
618855,234.68625,377.125,162.5,51.25
620074,234.76008938404772,378.99375,156.875,47.125
621175,234.54307866081413,378.85312500000003,154.375,47.125
622268,235.61815984116248,376.6625,152.5,49.375
623395,235.8966871126051,365.06875,147.0,51.5
624475,235.4373117252102,370.64375,147.875,43.25
625561,235.19958938404773,387.64375,151.125,45.5
626667,236.64951436464995,358.0375,139.0,40.375
627775,234.9082848411625,380.65625,159.5,46.625
628834,236.23250000000002,372.125,145.375,43.625
629970,235.84375,366.5,149.75,43.125
631044,235.39383212164805,357.01,138.75,42.625
632176,234.58576931432785,373.925,158.25,48.125
633354,235.19289431432787,361.0375,150.625,46.5
634546,234.93708977144263,375.5125,156.0,48.625
635688,234.9222999199253,359.17125,147.125,45.75
636802,231.9081058715798,372.62687500000004,164.5,49.125
637957,232.6404021913679,390.2825,166.25,49.875
639055,235.6675,373.25,152.375,46.0
640076,234.31119468232498,360.725,164.125,48.875
641258,236.68071477144264,370.225,138.5,42.125
642356,236.01665045704652,371.22125,141.5,40.75
643554,234.04528484116247,401.4875,166.25,49.5
644719,235.8,366.25,149.5,46.25
645836,236.70500000000004,374.5,141.625,41.75
646936,235.6433473411625,378.80625,150.5,45.5
648310,234.4382496126051,378.24375,161.25,47.0
649358,236.51475718232496,349.91875,140.25,37.375
650496,233.54046977137438,364.4975,167.0,46.875
651672,235.22119874993177,360.193125,149.375,44.875
652689,233.79419235020544,374.86375,159.75,44.25
653861,235.4952768840477,378.26875,151.375,42.625
655021,235.39392954288525,367.85,151.625,44.25
656170,234.91578484116246,369.0625,158.25,53.0
657360,235.71967954288522,368.8625,148.375,46.5
658518,233.1365340663727,375.6375,170.625,50.0
659629,234.9085629570465,378.13187500000004,154.75,49.375
660718,234.85398439309068,352.6725,143.0,43.125
661798,214.77585482434642,343.795591875,140.0,41.75
662908,209.4918205147217,344.07479,150.875,43.0
664015,176.14808209312568,332.01793625000005,149.0,43.375
665116,228.73062080149936,358.6157,134.75,43.5
